question,document
"Could the wrong result in Q2 happen if I embedded the wrong field, like the filename instead of the text content?",eaa17a9dc6
"For the cosine similarity question, do I compare the page vector with the query from Q1, and are the vectors already normalized?",eaa17a9dc6
"If my cosine score is a little different from the listed choices, should I just choose the nearest answer?",eaa17a9dc6
"How should I set up Gemini, OpenAI, and Tavily API keys for the Kestra exercises so the flows can actually read them?",3860e5fe8b
"Do I need both a normal Gemini key and a base64 SECRET_GEMINI_API_KEY, or is one enough for Kestra?",3860e5fe8b
"What environment variables are required before starting Kestra for the orchestration module, and which ones are only needed for certain flows?",3860e5fe8b
How do I reference a stored secret inside a Kestra flow YAML if the environment variable is named with SECRET_?,3860e5fe8b
"Why aren’t my API keys being picked up in Kestra after I export them, and do I need to restart docker compose?",3860e5fe8b
"Why does Kestra AI Copilot keep saying it can only help create flows, and what setting am I missing?",04440cab11
"In Kestra OSS, what API key does the Copilot actually read, and how is that different from the key used in the flows?",04440cab11
"I already have a Gemini key for my flows, but the Copilot still refuses to answer — do I need a separate environment variable?",04440cab11
What’s the right way to export the Gemini key before starting Kestra so the AI Copilot works?,04440cab11
"Could this Copilot error be caused by a bad key or quota issue, and how do I check which one it is?",04440cab11
Why does Kestra keep saying my Gemini key is invalid even though I already set SECRET_GEMINI_API_KEY?,c8ca21af33
"Could a bad base64 encode break my secret in Kestra, and how do I avoid the newline issue?",c8ca21af33
"Do I need to restart the container after exporting the secret, or should Kestra pick it up automatically?",c8ca21af33
"In my flow, should I use SECRET_GEMINI_API_KEY or just GEMINI_API_KEY when calling secret()?",c8ca21af33
"Is there a better way to load the API keys for Kestra, like using a .env file instead of exporting them manually?",c8ca21af33
Why do we need an orchestrator like Kestra instead of just running everything in a notebook?,193612db63
What problems does Kestra solve that a simple script or notebook doesn’t handle well?,193612db63
"In this module, how is Kestra being used to teach AI Copilot, RAG, and agents?",193612db63
"Can I switch between OpenAI, Gemini, and Anthropic in a Kestra flow without rewriting the workflow?",193612db63
What makes an AI workflow more production-ready than something that only works in notebook cells?,193612db63
"Do I have to use Kestra for the LLM Zoomcamp, or can I stick with Airflow or Prefect instead?",cce328db64
"For the final project, is there any rule that says I must use Kestra, or can I just build the pipeline with plain Python?",cce328db64
"If I already know another orchestrator, is it still worth trying the Kestra flows in Module 3?",cce328db64
Will using a Jupyter notebook instead of an orchestrator hurt my project score for the ingestion pipeline part?,cce328db64
"Can I swap AI providers in Kestra, like OpenAI or Gemini, without rewriting the whole flow?",cce328db64
"Does Kestra only work with Gemini, or can I switch to OpenAI, Anthropic, Groq, Ollama, or even a local model without rewriting my flow?",f442efe5b4
How do I plug a local model into a Kestra workflow — do Ollama or LM Studio work as OpenAI-compatible backends?,f442efe5b4
What's the difference between Kestra's generic AI plugin and the vendor-specific ones like plugin-gemini or plugin-openai?,f442efe5b4
"If I want to use Groq or xAI in Kestra, do I need a separate plugin or can I just change the OpenAI base URL?",f442efe5b4
"Why does the course keep using Gemini, and where can I check which free or free-tier LLM providers are available?",f442efe5b4
Is there a way to use Kestra without writing YAML or code at all?,bfe5502c30
Does Kestra have a form-based editor instead of drag-and-drop for building flows?,bfe5502c30
How does the AI Copilot help create a Kestra workflow from plain language?,bfe5502c30
Can I generate Kestra flows from my editor with tools like Claude Code or Kestra CTL?,bfe5502c30
How is Kestra different from Airflow when it comes to separating the script from the workflow?,bfe5502c30
Why do AI tools sometimes invent Kestra YAML fields like bucket or name instead of the real ones?,93a3e8b98c
How can I check if a generated Kestra flow is using the right plugin properties for my version?,93a3e8b98c
What’s the correct way to write GCS upload YAML in Kestra without using fake fields?,93a3e8b98c
"In the BigQuery LoadFromGcs step, why isn’t projectId/dataset/table accepted, and what should I use instead?",93a3e8b98c
How do I keep ChatGPT or another assistant from giving me invalid Kestra plugin config?,93a3e8b98c
Why do we track token usage in Kestra workflows if it's just an LLM detail?,a4adc70f41
How does monitoring tokens help control costs when a flow keeps calling the model on a schedule?,a4adc70f41
Can token counts be used to improve prompts and reduce output size without hurting quality?,a4adc70f41
What kind of limits or alerts can I set in Kestra to stop a looping AI task from becoming too expensive?,a4adc70f41
"Where do I get the token usage number from in a Kestra LLM task, and how can I show it in logs or dashboards?",a4adc70f41
"Why does Docker Desktop say ""mounts denied"" for a path under /tmp when I start Kestra, and how can I fix it?",dd8b4c9fda
What do I need to change in Docker Desktop if a container can't mount /tmp/kestra-wd from my host machine?,dd8b4c9fda
How can I allow Docker Desktop to use a local folder like /tmp so my Kestra container starts without the shared path error?,dd8b4c9fda
"I keep getting ""path ... is not shared from the host"" in Docker Compose. Where do I add the folder in Docker Desktop settings?",dd8b4c9fda
What steps should I follow to make Docker Desktop accept the host directory that Kestra is trying to mount?,dd8b4c9fda
"In Kestra, if a Gemini step starts failing with a 404 NOT_FOUND or says the model is unavailable, what should I change in the YAML or docker-compose config?",d51bbe2da0
How do I pick a Gemini model id that actually works for my account when the course example model returns an error?,d51bbe2da0
"Should I assume the Gemini model was shut down forever if Kestra gives me a 404, or is it usually just a model-name issue?",d51bbe2da0
"After swapping the Gemini model name in a Kestra flow, do I need to rerun the flow or restart Docker Compose to make it take effect?",d51bbe2da0
Where can I check the current official Gemini model list before updating the model-name in my workflow?,d51bbe2da0
"For the Module 3 Kestra homework, what am I supposed to upload if I only worked in the Kestra UI and didn’t really write code from scratch?",f29f622684
"Do I need to include the actual Kestra flow YAML files in my homework repo, or is a README with my answers enough?",f29f622684
Where should I put the Kestra files in the repository before submitting the homework link?,f29f622684
"If I changed any helper scripts that the Kestra flows use, should I commit those too or just the flow definitions?",f29f622684
"What exactly goes into the submission form for Module 3: the repo link only, or do I also need to put the answers from Q1, Q2, etc. inside the repo?",f29f622684
Why do I get `JSONDecodeError: Expecting value` when I try to parse the LLM output while creating ground-truth questions?,a3c7e1b4f9
How can I make the model return clean JSON so `json.loads(...)` doesn't fail in the evaluation notebook?,a3c7e1b4f9
Do I need to change the prompt or is there a way to force JSON output from the API itself?,a3c7e1b4f9
What should the prompt say so the model gives me only a JSON object with 5 questions and nothing extra?,a3c7e1b4f9
"Does this JSON-only output option exist only for OpenAI, or is there something similar for other LLM providers too?",a3c7e1b4f9
Why does my Jupyter notebook crash when I try to embed the ground-truth set in the evaluation assignment?,b8f2d6a30c
What can I do if Codespaces runs out of memory while loading the embedding model and running the notebook?,b8f2d6a30c
"Is there a smaller embedding model I can use for the eval task, and will it affect my scores?",b8f2d6a30c
Can I move the ground-truth embedding step out of the notebook so it doesn’t use so much RAM?,b8f2d6a30c
How do I handle embedding a large ground-truth set on a low-RAM laptop or default Codespaces machine?,b8f2d6a30c
Why am I still getting rate-limited even after adding a `time.sleep(4)` between Gemini calls?,c1e9f4b820
What’s the easiest way to generate the whole ground-truth dataset without running into Gemini quota problems?,c1e9f4b820
"Is it worth switching to OpenAI `gpt-4o-mini` for this, and how much does it usually cost?",c1e9f4b820
"Can I use Groq instead, and does their free tier handle larger batches better?",c1e9f4b820
How should I change my thread pool or save progress so I can continue after hitting the limit?,c1e9f4b820
Why does Module 4 jump from lesson 6 to lesson 11? I thought some lessons were missing.,57c8d3a1e4
"Are there actually missing lessons in Module 4, or is the numbering split for a reason?",57c8d3a1e4
Why do the filenames go from 06-search-tuning.md to 11-evaluation-intro.md in Module 4?,57c8d3a1e4
How should I interpret the lesson numbers in Module 4 — is 11 the next part of the same sequence or a new subsection?,57c8d3a1e4
What is the meaning of the 01–06 and 11–15 numbering in Module 4 Evaluation?,57c8d3a1e4
Why would the hit rate stay the same even if my MRR goes up after reranking?,8a5ece0688
"Can MRR increase without changing hit rate in retrieval evaluation, and what does that usually mean?",8a5ece0688
"If a query still has a relevant doc in the top-k, why can the reciprocal rank get better but hit rate not move?",8a5ece0688
"When is it normal for hit rate and MRR to be equal, and when should I suspect a bug in the evaluation code?",8a5ece0688
What should I check in my relevance lists if reranking or chunking changes MRR but leaves hit rate unchanged?,8a5ece0688
Where can I find the notebook or code for the agent evaluation lesson?,4de1cb9a3f
Is there a GitHub folder with the agent-evaluation examples from Module 4?,4de1cb9a3f
Which file contains the actual agent evaluation lesson notes?,4de1cb9a3f
I’m looking for the code used in the agent evaluation part of the course — where is it?,4de1cb9a3f
Can you point me to both the lesson markdown and the code directory for agent evaluation?,4de1cb9a3f
How can I tell if an LLM judge score doesn’t match its explanation?,b47f096063
"When I use an LLM as a judge, should I trust just the number or also the reasoning text?",b47f096063
Why might aggregated judge results look fine even if some individual scores are wrong?,b47f096063
What’s the best way to spot-check LLM-as-judge outputs for weird score/reasoning mismatches?,b47f096063
Should I make the judge return both a rationale and a numeric score instead of only a score?,b47f096063
How do I fix the WinError 126 fbgemm.dll missing error on Windows when importing torch?,15e931476c
What should I install if Python says it can’t load fbgemm.dll on Windows 10/11?,15e931476c
"Is Visual Studio Code enough for the PyTorch fbgemm.dll dependency error, or do I need something else?",15e931476c
"Why am I getting OSError: [WinError 126] with torch\lib\fbgemm.dll, and how do I solve it?",15e931476c
What’s the easiest way to resolve the missing module error for fbgemm.dll in PyTorch on Windows?,15e931476c
"Why am I getting `could not translate host name ""postgres"" to address` when I run `python prep.py`, and what should I change in my `.env` file?",4b65d5542d
"In the Monitoring module, my `psycopg2.OperationalError` says the host `postgres` can’t be found. What’s the fix for the database host setting?",4b65d5542d
`python prep.py` fails with a PostgreSQL host lookup error. Should `POSTGRES_HOST` be set to `postgres` or `localhost`?,4b65d5542d
How do I update the environment config so `psycopg2` stops throwing `No such host is known` for `postgres`?,4b65d5542d
I’m stuck on a host resolution error while running `prep.py` in Module 5. What exact `.env` value should I use to make it work?,4b65d5542d
How do I make Pandas stop cutting off long text in a column and show the full content?,641aedbbf5
"In the offline rag evaluation notebook, how can I see the whole Explanation text from the judge LLM instead of the shortened version?",641aedbbf5
What setting do I need to change in Pandas so long strings in a DataFrame column are fully visible?,641aedbbf5
"Why does my Explanation column get truncated in Pandas, and how can I display all characters?",641aedbbf5
Is there a simple Pandas option to increase or remove the max column width for text output?,641aedbbf5
How do I normalize vectors stored in a Pandas DataFrame column?,5039707c1a
What's a simple way to scale each vector in a Pandas Series to unit length?,5039707c1a
Can I use apply() in Pandas to normalize vectors in one column?,5039707c1a
How would I add a new column with normalized vectors from an existing vector column in a DataFrame?,5039707c1a
Is there a quick NumPy-based snippet for normalizing vectors inside a Pandas column?,5039707c1a
How do I get the 75th percentile of a Pandas DataFrame column?,b4c8ac5a0c
What’s the Pandas way to calculate a quantile for a Series?,b4c8ac5a0c
How can I find the 0.75 quantile in a DataFrame column?,b4c8ac5a0c
Is there a simple method to compute percentiles with Pandas?,b4c8ac5a0c
What code do I use to get a column’s 75% percentile in Pandas?,b4c8ac5a0c
"How do I wipe out every Docker container from the terminal, including the ones that are still running?",66ccbb7da0
What command should I use to force-delete all Docker images at once from the command line?,66ccbb7da0
Is there a quick way to remove every Docker volume in one shot from terminal?,66ccbb7da0
"I want to clean up Docker completely—how can I delete all containers, images, and volumes with terminal commands?",66ccbb7da0
"What’s the terminal command to remove all Docker containers, images, and volumes without doing them one by one?",66ccbb7da0
"Why does `st.session_state.submitted` keep getting reset to `True` in Streamlit, and the +1 / -1 buttons stay clickable?",2e729f1271
"Do I need to initialize `st.session_state.submitted` only if it doesn't exist, instead of setting it to `False` every rerun?",2e729f1271
"Why do the feedback buttons not disable right away after I click one, unless I call `st.rerun()`?",2e729f1271
How can I make Streamlit let a user vote only once per answer and then lock the buttons until the next question?,2e729f1271
"What’s the right way to handle session state here so the Ask button enables feedback, and the vote action turns it off again?",2e729f1271
Why does my Grafana pie chart keep collapsing separate PostgreSQL rows into just one slice labeled `n`?,0cf2421dca
How do I make Grafana show `thumbs up` and `thumbs down` as two different pie slices instead of one number field?,0cf2421dca
"In Grafana, what’s the right way to turn a query result with `feedback` and `n` columns into pie chart categories?",0cf2421dca
Do I need to use a transformation in Grafana if my SQL already returns one row per feedback type?,0cf2421dca
"Why isn’t renaming the PostgreSQL column enough, and why do I have to use `Rows to fields` for the pie chart?",0cf2421dca
"Why do I get ""Overriding of current TracerProvider is not allowed"" when I try to set up OpenTelemetry again in a notebook?",ba1d5f13e7
My SQLite exporter is not getting any spans and the `traces.db` file stays empty — what am I missing?,ba1d5f13e7
"If I create a new `TracerProvider`, why does `trace.get_tracer(...)` still seem linked to the old exporter?",ba1d5f13e7
What’s the right way to fix tracing in Jupyter when I already ran the setup cells once?,ba1d5f13e7
"When should I use `provider.get_tracer(""llm-zoomcamp"")` instead of `trace.get_tracer(...)`?",ba1d5f13e7
Why does my script hang or blow up with a RecursionError when I start OpenTelemetry and use ConsoleSpanExporter in Module 5?,702399225b
Do I need to upgrade opentelemetry-api and opentelemetry-sdk before running the homework on Python 3.14?,702399225b
How can I check which OpenTelemetry versions my project is actually using right now?,702399225b
"If I can't update OpenTelemetry, is switching to Python 3.13 the recommended workaround for the homework?",702399225b
"When I get to the SQLite task, do I need to use the full SQLiteSpanExporter implementation, including shutdown() and force_flush()?",702399225b
"How do I switch the homework monitoring code from OpenAI to Groq or Gemini when the provider only gives Chat Completions, without using a fake OPENAI_API_KEY?",01517c80df
What parts of RAGWithMetrics need to be changed if the provider uses an OpenAI-compatible chat endpoint instead of the Responses API?,01517c80df
"Why does the example use 0.0 for cost in the LLMCallRecord, and how should I handle pricing for another provider?",01517c80df
How do I set the right model name and base URL for a provider like Groq so the request doesn’t fail with a 404?,01517c80df
"If the first request is too big for the provider’s token limit, what should I change in the RAG code instead of just retrying?",01517c80df
"Why do I get ""streamlit: executable file not found in $PATH"" when starting my app with docker-compose, even though it works normally outside Docker?",e8df9f0d12
What should I check in my Docker setup if docker-compose fails with an OCI runtime error when launching a Streamlit app?,e8df9f0d12
Do I need a Dockerfile for a Streamlit app to run properly with docker-compose?,e8df9f0d12
"How can I fix the issue where Streamlit runs fine locally but crashes in docker-compose with ""exec: streamlit not found""?",e8df9f0d12
"After adding Streamlit to docker-compose, what command should I use to rebuild the container and start everything again?",e8df9f0d12
Why would a hybrid search that mixes text and vector results end up scoring worse than using plain text search by itself?,265df9e9cc
"If my vector retrieval is built from TF-IDF plus SVD, is that basically the same signal as the keyword index, and can that hurt hybrid search?",265df9e9cc
How should I check whether the problem is my hybrid setup or just that the vector part is too weak compared with text-only search?,265df9e9cc
"When combining keyword and vector scores with a weighted sum or rank fusion, why can a 50/50 mix make good text matches rank lower?",265df9e9cc
What kind of embedding model should I use so the vector side adds something new instead of just repeating word overlap?,265df9e9cc
"Why does the hybrid search code use a tuple like `(doc['filename'], doc['start'])` instead of just the filename when doing RRF?",6a0b2e32ce
"In the LLM Zoomcamp hybrid search, what problem would happen if two chunks from the same document were merged by filename only?",6a0b2e32ce
Why is the RRF key based on a chunk’s file name and start offset rather than the whole source file?,6a0b2e32ce
"How does using `(filename, start)` help RRF match the same result across text search and vector search?",6a0b2e32ce
What’s the reason the implementation treats chunks as separate items when combining hybrid search results?,6a0b2e32ce
"Can the capstone be done with a partner, or does it have to be solo?",0fab61eca2
"If we brainstorm together, can each person still submit their own capstone project?",0fab61eca2
Is it okay to build one shared system as long as each student has their own part?,0fab61eca2
How strict is the rule about the project being evaluated separately for each person?,0fab61eca2
Would a team project count if we split it into independent pieces and use different repos?,0fab61eca2
"Do we need to turn in two capstone projects, or is one enough?",d5fc98925d
What exactly do attempt 1 and attempt 2 mean for the project submission?,d5fc98925d
"If my first project submission gets rejected, can I fix it and send it again later?",d5fc98925d
"Can I submit two different projects just to get more experience, and if so do they need to be on different topics or datasets?",d5fc98925d
"If I miss the attempt #1 submission deadline, do I still have a chance to submit in attempt #2?",d5fc98925d
"Is the competition considered the capstone project, or is capstone supposed to be separate?",e892d44e42
Can I use the math-kaggle-llm-competition as my capstone submission?,e892d44e42
"If I join the competition with a team, does that count for the capstone requirement?",e892d44e42
"Is the capstone in llm-zoomcamp done individually, even if there’s a competition I can join?",e892d44e42
"Am I allowed to participate in the competition just for teaming up, while still doing the capstone on my own?",e892d44e42
How will the capstone project get graded in the course?,9a2e2d2008
Who is going to review my submitted project and how many people will do it?,9a2e2d2008
Do I also need to grade other students' capstone projects myself?,9a2e2d2008
What happens if I skip the peer-review part of the capstone evaluation?,9a2e2d2008
How is the final score for the capstone project calculated from the reviewers' grades?,9a2e2d2008
When do the peer review assignments show up after I submit the capstone project?,eae0fb50aa
Where can I see which projects I need to review for grading?,eae0fb50aa
Do I have to sign up or ask the course team to get review assignments?,eae0fb50aa
"Can I choose which student projects I’m assigned to review, or is it automatic?",eae0fb50aa
How do I find the peer-review deadline for the capstone project?,eae0fb50aa
"I already submitted my capstone project, but why don’t I see anything to review yet?",a8a7fef016
When do the projects for evaluation get assigned after the deadline is over?,a8a7fef016
"Can I pick which submitted projects I want to review, or is it decided for me?",a8a7fef016
Is it normal that I can’t start reviewing other projects before the list is released?,a8a7fef016
I finished my own submission — why am I still blocked from reviewing projects?,a8a7fef016
Where can I find ideas and datasets for the capstone project?,e76a70cde3
"Is there a GitHub page with project ideas, datasets, and guidelines for the capstone?",e76a70cde3
What’s the best place to look for datasets I can use in the LLM Zoomcamp project?,e76a70cde3
Do you have any tips or a page with sample ideas for the capstone project?,e76a70cde3
Can I get some project ideas and dataset suggestions for the capstone somewhere online?,e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project ingestion part, or is a normal Python script enough?",d4f7c08ea1
"If I build the ingestion/indexing flow in a Jupyter notebook instead of a script, how many points do I get?",d4f7c08ea1
Can I still get full points for the ingestion pipeline criterion without using any orchestration tool?,d4f7c08ea1
When would it make sense to add an orchestrator to the capstone project instead of just using Python?,d4f7c08ea1
"Should I avoid using Airflow or similar tools just to game the rubric, and only use them if the project really needs recurring ingestion?",d4f7c08ea1
How can I evaluate a recommender-style RAG when I don't have clear ground-truth answers?,9b0e2d6a47
What are good ways to score retrieval quality if multiple items could be acceptable results?,9b0e2d6a47
How do I create synthetic test queries for a recommender RAG evaluation?,9b0e2d6a47
"Can I use an LLM as a judge to measure end-to-end RAG quality, and how would that work?",9b0e2d6a47
"For ranking-style search, when should I use NDCG instead of hit rate or MRR?",9b0e2d6a47
What's a decent way to chunk really long PDFs or big documents for my capstone project?,6f2a8b3d10
"Should I spend time finding the perfect chunking setup first, or is there a better way to approach it?",6f2a8b3d10
"For a first pass, how big should each chunk be, and should I include overlap between chunks?",6f2a8b3d10
Would it make sense to have an LLM split documents into sections or write short summaries for each chunk?,6f2a8b3d10
"If my documents are legal or financial, is plain semantic search enough, or should I combine it with something like BM25?",6f2a8b3d10
"What does reproducibility actually mean for the capstone project, and do I need to give reviewers my API keys?",e5d8a2c761
How should I set up the repo so someone can clone it and rebuild the search index on their own?,e5d8a2c761
"Should I include my credentials in the project files, or is there a safer way to handle environment variables?",e5d8a2c761
What’s the best way to let reviewers run the project without using up expensive model credits?,e5d8a2c761
Do I need to pin package versions and mention the Python or Docker version somewhere in the README?,e5d8a2c761
"Is Python the only language I can use for the homework and capstone, or are languages like Go or JavaScript also okay?",ea815eb858
"If I decide to build the project in a non-Python stack, what do I need to include so the reviewer can run it easily?",ea815eb858
"Do the course exercises and final project have to follow the Python examples from the materials, or can I submit in another language?",ea815eb858
"What kind of README instructions are expected if I use something like TypeScript, Rust, or C# instead of Python?",ea815eb858
"Is it allowed to use a different programming language for the capstone project, and will that make review harder?",ea815eb858
Where can I look at past LLM Zoomcamp capstone projects?,930286278d
Is there a place to browse project submissions from earlier LLM Zoomcamp cohorts?,930286278d
Can I see examples of previous LLM Zoomcamp projects before starting mine?,930286278d
Do you have links to old LLM Zoomcamp capstone repositories?,930286278d
Where are the 2024 and 2025 LLM Zoomcamp project pages?,930286278d
"Do I need to reserve my capstone project idea before I start, or can I just begin working on it?",897a350476
"Is there any need to announce my project topic somewhere first, like in Slack or on the course site?",897a350476
"If I’m unsure about my capstone idea, can I ask for feedback from the course team or classmates?",897a350476
"Are ideas similar to previous student projects allowed for the capstone, or do I need something totally unique?",897a350476
Where can I check examples of past LLM Zoomcamp projects to get a sense of the expected scope?,897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,7318a90b14
"Is a web app required for the project, or can I use a CLI or notebook?",7318a90b14
Are there any rules about what kind of interface I should use for the capstone?,7318a90b14
Can I make the project available through Slack or some other chat app?,7318a90b14
"If I choose a non-web interface, will the course help me build that part?",7318a90b14
"What’s a good tool to pull text out of PDFs for a RAG project, especially if I don’t want to build the whole extractor myself?",d8b28c47a0
"If my PDFs are scanned images and not real text files, what OCR option should I use for the course project?",d8b28c47a0
"Should I stick to one specific library for PDF text extraction in the capstone, or can I choose whatever works best?",d8b28c47a0
What are some common tools people use to convert PDFs into Markdown or JSON for RAG?,d8b28c47a0
"After extracting text from documents, what should I do next so they’re ready to be chunked for RAG?",d8b28c47a0
"Do I need to reach a minimum dataset size for the capstone project, or can I use a small dataset?",f0439b5faf
How much data should I collect for the capstone if there’s no minimum number of documents or rows?,f0439b5faf
"Will reviewers check how big my dataset is for the capstone, or do they focus on something else?",f0439b5faf
Can I build the capstone with only a small amount of data as long as I can show the retrieval or agent flow works?,f0439b5faf
What should I keep in mind when picking data for the capstone project if size itself is not being evaluated?,f0439b5faf
"Does a capstone project have to use data from a live API, or can I just use a static file?",2cf500aae6
"For the project, is it okay if I build my own dataset instead of pulling from an API?",2cf500aae6
"Can my capstone data come from something API-backed, even if it’s not a live API source?",2cf500aae6
What do I need to do so reviewers can reproduce the knowledge base for full points?,2cf500aae6
Where can I check the rules about data ingestion and reproducibility for the capstone project?,2cf500aae6
Can I build the capstone project with a dataset that isn't in English?,5ffe92bb02
Is it okay if my app responses are in another language besides English for the capstone?,5ffe92bb02
"Do I need to translate my dataset to English for the capstone project, or can I keep it in the original language?",5ffe92bb02
Should the README and setup instructions still be in English even if the project uses a different language?,5ffe92bb02
"If my capstone project uses a non-English dataset, what parts of the submission need to be written in English?",5ffe92bb02
"Does the capstone project have to use a document-style dataset, or can I work with structured data instead?",6baab508b1
"Can I build the capstone around database tables or schema descriptions, or does it need plain text docs?",6baab508b1
Is it okay to use records from a database for the project as long as I still do retrieval or querying?,6baab508b1
"For the capstone, do I need a document corpus, or can I make an end-to-end RAG/agent flow over structured data?",6baab508b1
"If I use structured data in the capstone, do I still need to evaluate the retrieval/query flow against the project criteria?",6baab508b1
"Is it okay if I use Evidently in my capstone project, or is it not allowed?",ec22c5eb86
"For the capstone, can I build the monitoring part with Evidently?",ec22c5eb86
Do you allow Evidently to be used in the capstone project work?,ec22c5eb86
"If I want to add Evidently to my capstone project, is that fine?",ec22c5eb86
"Can the capstone project include Evidently, or should I use something else?",ec22c5eb86
"For the capstone, does my idea have to be totally original, or can I build something that already exists?",4179bc68b6
Can I use an existing project concept for the capstone as long as I implement it on my own?,4179bc68b6
"Is it okay if my capstone project is based on someone else’s idea, or do you require a brand-new one?",4179bc68b6
Can I take an idea from outside the course and recreate it for the capstone project?,4179bc68b6
"Am I allowed to reuse a dataset from the lectures or homework if I’m doing the capstone, or is that not allowed?",4179bc68b6
"When I submit my capstone, which Git commit hash should I enter in the Commit ID box?",82207724ff
"Do reviewers look at the latest commit only, or the whole repo after I submit the project?",82207724ff
Should I push all my changes first and then copy the commit id from the last commit on main?,82207724ff
How can I quickly get the short commit hash for my current commit from the terminal?,82207724ff
"If I make more changes after submitting, will those commits still be visible to the reviewers?",82207724ff
How much time do we usually get for peer reviews after the capstone submission form closes?,785b277339
"Is the peer review period really only about one week, or can it be longer?",785b277339
Where can I see the exact deadline for my assigned project reviews?,785b277339
"Do I need to count the review days myself, or is there a deadline shown on the platform?",785b277339
"If I miss the peer review window, does my project still count toward the certificate?",785b277339
"Is it okay to use ChatGPT, Claude, or Cursor when building the capstone project, or is that against the rules?",2fed4b176c
"Can I rely on AI tools to help write the homework and project code, or are they only allowed for certain tasks?",2fed4b176c
Do I need to mention AI help in my README if it affected the project design or setup?,2fed4b176c
"Will I have to explain my choices to a peer reviewer if I used AI for things like chunking, retrieval, or orchestration?",2fed4b176c
"Is there some form I need to fill out to declare AI usage for the capstone, or is that not required?",2fed4b176c
Where should I submit my capstone project for this cohort?,920bb7ead8
Is the capstone project uploaded on the current course platform or somewhere else?,920bb7ead8
Do I need to use the latest cohort's management platform to submit the project?,920bb7ead8
"If I find an old submission link from a previous cohort, should I still use it for my project?",920bb7ead8
Where do submission and peer review happen for the capstone project?,920bb7ead8
"I already turned in my capstone project — am I done, or do I still need to do the peer reviews to get the certificate?",8471c98e1f
"After project submissions close, how do I find out which peer reviews I need to complete, and do I have to sign up anywhere for them?",8471c98e1f
"Can I pick which capstone projects I review, or are the review assignments decided for me automatically?",8471c98e1f
When will my project score and the feedback from reviewers show up? Right now I only see an empty score.,8471c98e1f
"If I submit the capstone again as attempt 2 because the score is still blank, what happens? Should I resubmit or wait?",8471c98e1f
Where can I find the capstone project submission deadline for my cohort?,670737acd7
Are the capstone attempt 1 and attempt 2 dates listed somewhere on the course platform?,670737acd7
Should I check the current cohort page for project deadlines or can I use a previous cohort's dates?,670737acd7
"Do the capstone submission dates change between cohorts, and if so where are the current ones shown?",670737acd7
I'm trying to submit the capstone project — where exactly is the deadline info next to the form?,670737acd7
What score do I need on the capstone to pass and get the certificate?,4f03b674b8
Is 11 points enough to pass the current LLM Zoomcamp capstone project?,4f03b674b8
Where can I see the pass mark for my cohort’s capstone project?,4f03b674b8
Can the minimum score for the capstone change in later cohorts?,4f03b674b8
Do I still need to do the peer reviews even if my project score is high enough?,4f03b674b8
What’s the easiest way to put my Streamlit capstone online so the reviewer can open it for the cloud bonus?,010794bfff
"Can I use Vercel, Netlify, or GitHub Pages for the Streamlit deployment, or do I need something that can actually run the app server?",010794bfff
"How do I deploy a Streamlit app with GCP Cloud Run and Terraform, and where do I get the final public link?",010794bfff
"If I want a simpler setup than Cloud Run, is Render a good option for the capstone cloud deployment bonus?",010794bfff
How do I use Fly.io to launch the Streamlit app and make sure I have a live URL for the submission?,010794bfff
"Why does Render keep starting the wrong stage from my multi-stage Dockerfile, even though it works in docker-compose?",5b343ea5b3
"Is there a way to tell Render which Docker build stage to use, like a `--target` option?",5b343ea5b3
Why does changing the order of stages in my Dockerfile suddenly change which app gets deployed on Render?,5b343ea5b3
How can I make sure the service Render runs is the one I actually intended from a multi-stage build?,5b343ea5b3
What’s the best way to test locally that Render will build the same final image before I push it?,5b343ea5b3
"Can I reuse the workshop stuff in my own capstone project, or is it just for class exercises?",d850a0e7ea
"Is it okay to take the dlt workshop material and apply it to another Zoomcamp project, like the MLOps one?",d850a0e7ea
"Since dlt is open source, does that mean I’m allowed to build my own project with the workshop content?",d850a0e7ea
Can I share or use the workshop examples later in projects outside this workshop?,d850a0e7ea
"Are we supposed to only use dlt here, or can we bring it into other projects too?",d850a0e7ea
How do I create a new dlt project for loading data from cloud storage?,6bceeebf04
What command should I run to initialize a dlt filesystem project with DuckDB?,6bceeebf04
I’m starting with dlt and cloud files — what’s the setup command?,6bceeebf04
How do I bootstrap a dlt project using the filesystem source and DuckDB destination?,6bceeebf04
What’s the quickest way to init a dlt project for loading from a cloud filesystem?,6bceeebf04
Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I try `db.open_table(...)` in the dlt workshop?,0407213397
What should I check if the table name I’m opening doesn’t seem to exist after running the pipeline?,0407213397
Do I need to rename every `employee_handbook` reference to `homework` in the pipeline config?,0407213397
Which table name should I use in `db.open_table()` if the pipeline created a different one than I expected?,0407213397
How do I fix the mismatch between the table my dlt pipeline created and the one I’m trying to open?,0407213397
How can I see what tables exist in the database?,e394e6f738
Is there a way to list all the db tables from code?,e394e6f738
Which method should I use to get the table names in the database?,e394e6f738
How do I check the database tables using db?,e394e6f738
What function returns the names of all tables in the database?,e394e6f738
"Does DLT already support ClickHouse or StarRocks connectors, or are those still missing?",cd19f122f3
