question,answer_llm,answer_orig,document
"If I get stuck on a module, should I wait for a live class, or is Slack the place to ask for help?","Slack is the place to ask for help. There aren’t separate live sessions for every module by default, so if you’re stuck, post your question in Slack and follow the asking questions guidelines. Live sessions, when they happen, are announced separately.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
"Are live sessions part of the default course setup, or are they only announced sometimes?","Live sessions are **not** part of the default setup for every module. The course materials are **pre-recorded** and available in the repo.

Live sessions are **announced separately when they happen**.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Is there any extra paid support with regular Zoom office hours for this course?,"Yes — there is an optional **paid** support option called **AI Shipping Labs**. It includes **regular Zoom office hours** and additional structure.

The main DataTalks.Club course content remains **free**.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Where can I find the module materials if there aren’t separate live sessions for each one?,The module materials are available in the course repo as pre-recorded materials.,"There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count Bluesky posts toward my learning in public credits for the course?,Yes. Bluesky posts can be used for learning in public credits for the course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky updates accepted as valid learning in public proof?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share my progress on Bluesky, does that qualify for course credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Do Bluesky posts count when you’re doing learning in public for the class?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is it okay to use Bluesky activity as evidence for learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram link for the LLM Zoomcamp channel?,The Telegram link for the LLM Zoomcamp channel is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where can I join the LLM Zoomcamp Telegram group for announcements?,The LLM Zoomcamp Telegram channel for announcements is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Is there a Telegram channel for LLM Zoomcamp, and what is it used for?","Yes — the Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

It is used for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I ask technical questions in the Telegram channel or somewhere else?,Use the **course Slack channel** for technical discussion and questions. The Telegram channel is mainly for **announcements**.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do I go for LLM Zoomcamp announcements and where should I ask course questions?,"Use the **Telegram channel** for **announcements**: https://t.me/llm_zoomcamp

Use the **course Slack channel** for **technical discussion and course questions**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why does my FAQ document count not match the one shown in the lecture video?,"The FAQ document count can differ because the course uses a live FAQ dataset that changes over time. Questions may be added, updated, or deleted, so if your notebook downloads the latest data, the document count and RAG index may not match the snapshot shown in the lecture video.

This does not necessarily mean your implementation is wrong. To reproduce the video exactly, you would need the same dataset snapshot or Git commit; otherwise, different results are expected.","The course loads documents from the live FAQ dataset, which changes over time as
questions are added, updated, or deleted. If your notebook downloads the latest
data, its document count and RAG index can differ from the snapshot used when the
videos were recorded. Different retrieved context can then produce a different
final answer.

This does not necessarily mean your implementation is wrong. To reproduce a
video exactly, use the same dataset snapshot or Git commit; otherwise, expect
results from the current dataset to differ.",e2d595f23c
Is it normal if my RAG answers are different from the course video’s output?,"Yes, that can be normal.

The course uses a live FAQ dataset, so the documents can change over time. If your notebook downloads the latest version, your retrieved context and final RAG answer may differ from the video, which was recorded with an earlier snapshot.

So a different answer does not necessarily mean your implementation is wrong. If you want to reproduce the video exactly, use the same dataset snapshot or Git commit.","The course loads documents from the live FAQ dataset, which changes over time as
questions are added, updated, or deleted. If your notebook downloads the latest
data, its document count and RAG index can differ from the snapshot used when the
videos were recorded. Different retrieved context can then produce a different
final answer.

This does not necessarily mean your implementation is wrong. To reproduce a
video exactly, use the same dataset snapshot or Git commit; otherwise, expect
results from the current dataset to differ.",e2d595f23c
"Could the FAQ data have changed since the recording, and would that affect retrieval results?","Yes. The FAQ dataset can change over time as questions are added, updated, or deleted. If you download the latest data, the document count and RAG index may differ from the snapshot used in the recording, which can change the retrieved context and therefore the final answer.

So differing retrieval results do not necessarily mean your implementation is wrong. To reproduce the video exactly, use the same dataset snapshot or Git commit; otherwise, different results are expected.","The course loads documents from the live FAQ dataset, which changes over time as
questions are added, updated, or deleted. If your notebook downloads the latest
data, its document count and RAG index can differ from the snapshot used when the
videos were recorded. Different retrieved context can then produce a different
final answer.

This does not necessarily mean your implementation is wrong. To reproduce a
video exactly, use the same dataset snapshot or Git commit; otherwise, expect
results from the current dataset to differ.",e2d595f23c
"If I use the latest FAQ dataset, why might my notebook get a different index than the video?","If you use the latest FAQ dataset, your notebook may get a different index because the live FAQ data changes over time. Questions can be added, updated, or deleted, so the document count and RAG index may differ from the snapshot used in the video. That can also lead to different retrieved context and different final answers.

To reproduce the video exactly, use the same dataset snapshot or Git commit.","The course loads documents from the live FAQ dataset, which changes over time as
questions are added, updated, or deleted. If your notebook downloads the latest
data, its document count and RAG index can differ from the snapshot used when the
videos were recorded. Different retrieved context can then produce a different
final answer.

This does not necessarily mean your implementation is wrong. To reproduce a
video exactly, use the same dataset snapshot or Git commit; otherwise, expect
results from the current dataset to differ.",e2d595f23c
How can I make my RAG notebook match the exact results from the recorded lecture?,"To match the exact results from the recorded lecture, you need to use the same dataset snapshot or Git commit that was used when the video was recorded.

The FAQ dataset can change over time, so if your notebook downloads the latest data, the number of documents and the RAG index may differ. That can lead to different retrieved context and therefore different answers.

If you use the current live dataset, different results are expected.","The course loads documents from the live FAQ dataset, which changes over time as
questions are added, updated, or deleted. If your notebook downloads the latest
data, its document count and RAG index can differ from the snapshot used when the
videos were recorded. Different retrieved context can then produce a different
final answer.

This does not necessarily mean your implementation is wrong. To reproduce a
video exactly, use the same dataset snapshot or Git commit; otherwise, expect
results from the current dataset to differ.",e2d595f23c
"The homework deadline already passed, but the submission form is still open — can I still turn it in?","Yes. As long as the submission form is still open, you can submit your homework even if the deadline has already passed. You can no longer submit only after the form has been closed.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
"If the deadline is over and the form hasn’t closed yet, is my homework submission still allowed?","Yes. As long as the homework submission form is still open, you can still submit your homework even if the deadline has already passed.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
Can I submit a homework after the listed deadline as long as the form is still open?,"Yes. As long as the homework submission form is still open, you can submit it even if the listed deadline has passed. You can only no longer submit once the form is closed.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
"Once the due date passes, do I lose the chance to submit, or only when the form closes?","You can still submit while the form is open, even if the due date has passed. You lose the chance to submit only when the form closes.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
The form is still accepting responses even though the deadline passed — should I submit now?,"Yes — if the submission form is still open, you can submit even if the deadline has already passed. You can no longer submit only after the form is closed.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
"Can I still turn in homework after the deadline if the submission form is still open, or is it completely locked once the date passes?","Yes — if the submission form is still open, you can still turn it in even after the listed deadline has passed. It’s only completely locked once the form is closed.","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
"Do you ever give deadline extensions for homework, or are late submissions not allowed at all?","No. We don’t give individual deadline extensions, and once the homework submission form is closed, you can’t submit it anymore — there are no late submissions.

If the form is still open, you can still submit even if the listed deadline has already passed.","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
"If I miss one homework assignment, does that stop me from getting the course certificate?","No. Homework is not mandatory for the certificate. You still need to pass the Capstone project, and complete the required peer reviews in a live cohort.","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
How does missing homework affect my leaderboard standing and points?,"Missing a homework does **not** affect your certificate, but it **does** affect your leaderboard standing because homework points count toward your leaderboard rank.

So:
- **Certificate:** still fine if you complete/pass the Capstone project
- **Leaderboard:** you’ll have fewer points, so your rank may be lower
- **No late submissions/extensions** once the homework form is closed","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
"Is homework required for passing the course, or is the Capstone project the only thing that matters for the certificate?",Homework is not required for the certificate. You need to pass the Capstone project and complete the required peer reviews.,"No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
Will the name I enter for the certificate be public or shared with anyone else?,No. The name you enter for the certificate is only shown on your certificate — it is not public and not shared with third parties. The public leaderboard uses a separate anonymous display name instead.,"No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
Does the certificate name show up on the leaderboard or anywhere online?,No. The certificate name only appears on your certificate — it isn’t published online or shown on the public leaderboard. The leaderboard uses your separate display name instead.,"No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
Can I keep my real name off the public profile but still have it on the certificate?,"Yes. You can keep your real name off the public leaderboard/profile by using a separate public nickname, while still putting your official name in the certificate field so it appears only on the certificate.","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
What’s the difference between the nickname shown on the leaderboard and the name on the certificate?,"The **leaderboard nickname** is your public **display name** — it’s anonymous by default and shown on the leaderboard.

The **certificate name** is your official name that appears **only on the certificate** and is not shared publicly.

You can set both separately in **Edit Course Profile**:
- **1st field:** leaderboard nickname
- **2nd field:** certificate name","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
Where do I change the public display name and the certificate name in my course profile?,"You can change both in **Edit Course Profile**:

- **First field:** your public display name/nickname for the leaderboard
- **Second field:** the official name printed on your certificate

","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
Does the course certificate include the total number of hours spent on the course?,No. The course certificate does not state a total number of hours.,No. The certificate does not state a total number of hours.,5cc511f85b
Will my certificate mention how many hours the course takes?,No. The certificate does not state the total number of course hours.,No. The certificate does not state a total number of hours.,5cc511f85b
Is there a course-hours count printed anywhere on the certificate?,No. The certificate does not state a total number of course hours.,No. The certificate does not state a total number of hours.,5cc511f85b
Can I see the total class hours on the certificate after finishing the course?,No. The certificate does not state the total number of class hours.,No. The certificate does not state a total number of hours.,5cc511f85b
Does the certificate list the amount of hours for the course?,No. The certificate does not state a total number of hours.,No. The certificate does not state a total number of hours.,5cc511f85b
Why don’t we use LangChain in this course right away?,"We don’t use LangChain right away because the course wants you to first understand the core building blocks yourself: prompting, retrieval, indexing, and evaluation.

The idea is similar to learning HTML, CSS, and JavaScript before moving to React or Angular. Once you understand the fundamentals, frameworks like LangChain are much easier to use well because you know what they’re automating.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
What’s the reason for building the RAG pieces ourselves instead of using a framework?,"The reason is to learn the core RAG building blocks first: prompting, retrieval, indexing, and evaluation.

The idea is that frameworks like LangChain become much easier to use well once you understand what they’re automating, similar to learning HTML/CSS/JavaScript before using React or Angular.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
"Is LangChain considered too advanced for this part of the course, or is there another reason?","No — it’s not mainly because LangChain is “too advanced.” The reason is that the course wants you to first build the core pieces yourself: prompting, retrieval, indexing, and evaluation.

The idea is to understand what LangChain automates before using a framework like it. So it’s more about learning the fundamentals first than about difficulty.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
Wouldn’t it be faster to just use LangChain for prompting and retrieval in the RAG module?,"It might be faster to build with LangChain, but in the course we first implement the core RAG pieces ourselves: prompting, retrieval, indexing, and evaluation.

The idea is to learn how these pieces work before using a framework that automates them—similar to learning HTML, CSS, and JavaScript before React or Angular.

So: yes, LangChain can help, but this course intentionally starts from the fundamentals.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
Why does the course make us learn the basics before introducing tools like LangChain?,"The course makes you learn the basics first so you understand the core pieces behind tools like LangChain.

In the course, you build prompting, retrieval, indexing, and evaluation yourself before using a framework. The idea is similar to learning HTML, CSS, and JavaScript before React or Angular: frameworks are easier to use well once you know what they automate.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
Why do I get an OpenAI API Error: Insufficient credits when I run responses.create?,"Because your OpenAI API account doesn’t have enough billing credits or quota. The course context says `responses.create` can return:

```text
OpenAI API Error: Insufficient credits
```

This usually means:

- there is **no free API usage**
- your account needs **pay-as-you-go billing**
- you may need to **add at least $5** in credits
- after adding funds, you may need to **recreate your API key**

If you’re using OpenAI directly, add credits here:
https://platform.openai.com/settings/organization/billing/overview

If you want, I can also help you distinguish this from the similar 429 rate-limit error.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
What does it mean if responses.create fails with an insufficient credits message?,"It means your OpenAI account doesn’t have enough credits to run `responses.create`. You may see an error like:

```text
OpenAI API Error: Insufficient credits
```

If you’re using OpenRouter, a similar failure can also happen as a 402 error when the request’s `max_output_tokens` is too high, because it checks billing against the maximum possible output. In that case, lowering `max_output_tokens` often fixes it.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
How can I fix the OpenAI error about not having enough credits for responses.create?,"If you’re seeing an OpenAI `responses.create` error about insufficient credits, the fix is to add funds to your OpenAI account.

Steps:
1. Go to the OpenAI billing page and add at least $5 in credits.
2. Make sure your API key is valid and the model you’re calling is available to your account.
3. If needed, create a new API key after adding credits and update your local `.env`.

If the error is actually from OpenRouter, you should also set a lower `max_output_tokens` value, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If you want, I can also help you check whether you’re using OpenAI or OpenRouter.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
"Is the responses.create command broken, or is this error just about my OpenAI account credits?","It’s most likely **an account quota/credits issue**, not that `responses.create` is broken.

The context says `responses.create` can fail with:

- **`OpenAI API Error: Insufficient credits`**
- or **`RateLimitError: 429`** with **`insufficient_quota`**

That means you need to:

1. **Add credits / enable billing** on your OpenAI account
2. Make sure you’re using a **model available to your account**
3. If needed, **recreate your API key** after adding credits

So: **the command itself is fine; the error is about your OpenAI account credits/quota.**","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
Why am I seeing an insufficient credits error from OpenAI when testing responses.create in Module 1 RAG?,"You’re seeing that error because your OpenAI account doesn’t have enough credits to run `responses.create`.

The course notes say this can happen with:

```text
OpenAI API Error: Insufficient credits
```

To fix it, add credits to your OpenAI account and make sure your API key and model are valid. The course also notes that OpenAI’s typical quota error is a **429 insufficient_quota** error, which means the account needs funding.

If you’re actually using **OpenRouter** in Module 1 RAG/homework, then the issue can also be caused by not setting `max_output_tokens`, and you should lower it, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If you want, I can help you figure out whether you’re hitting **OpenAI credit limits** or an **OpenRouter 402/max_output_tokens** issue.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
Why am I getting a 429 RateLimitError from OpenAI even though my code looks fine?,"You’re likely seeing a 429 because of **quota/billing**, not because your code is wrong.

If the error says **`insufficient_quota`**, that means your OpenAI account has run out of credits or doesn’t have billing set up. There is **no free API usage**, so you need to:

1. Add credits to your OpenAI account.
2. Make sure you’re using a model available to your account.
3. If needed, recreate your API key after enabling billing.

If you’re instead hitting normal rate limits during the course, you can reduce API calls, lower concurrency, cache results, or use retries/backoff.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"Does OpenAI API have any free quota, or do I need to add billing before using it?","There is **no free usage of the OpenAI API** in this context. You’ll need to **add billing / credits** before using it.

If you don’t want to pay, you can use a **free or low-cost alternative provider** instead.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"What should I check in my OpenAI account when I see an ""insufficient_quota"" error?","Check your OpenAI **billing/credits** and make sure your account has enough funds. The `insufficient_quota` error usually means:

- you **don’t have active billing** or
- you’ve **run out of credits/quota**

Specifically, you should:

1. Go to your OpenAI billing overview and **add credits** (minimum $5).
2. Verify your **plan and billing details** are active.
3. If needed, **create a new API key** after adding credits and update it locally.

","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"After adding credits, do I need to make a new API key or can I keep the old one?",I don't know.,"```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"How do I fix the quota error when calling `responses.create(model='gpt-4o', ...)`?","Add a lower `max_output_tokens` value to your `responses.create()` call, for example:

```python
response = client.responses.create(
    model='gpt-4o',
    input=message_history,
    max_output_tokens=1024,
)
```

If you're using the Module 1 homework `rag_helper.py`, add the same parameter inside `llm()`.

Also make sure your `.env` is pointed at OpenRouter if that's what you're using, and that your key has credits/limits remaining.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
How much money do I need to spend to start using the OpenAI API for this course?,"Using the OpenAI API for the course should cost very little. You can recharge starting from **$5**, and initial usage is usually **fractions of a cent**.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
Is it true that the OpenAI API costs almost nothing when I use it for the course exercises?,"No. The context says you **don’t have to pay for OpenAI API** to complete the course homeworks, and you can use **free or low-cost alternatives** instead.

It also mentions that if you use OpenAI and get an **“Insufficient credits”** error, that means your account doesn’t have enough credits.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"Do I have to add a lot of credit before I can try the OpenAI API, or is a small top-up enough?","A small top-up is enough. The course notes say you can recharge starting from **$5**, and usage is usually just fractions of a cent.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"What is the minimum amount I can recharge on OpenAI, and is that enough for the course?","The minimum you can recharge on OpenAI is **$5**.  

Yes, that should be **enough for the course** — the course notes say usage is usually **fractions of a cent**, and you don’t even have to pay for OpenAI specifically to complete the homeworks, since free or low-cost alternatives are available.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
